2012	8	30	Thu	25.0	50.0	0.0	0.3333	0.3333	
2012	8	31	Fri	18.0	34.0	0.0	0.3462	0.3397	
2012	8	32	 	0	0	0	0	0.2265	
2012	9	1	Sat	7.0	9.0	0.0	0.4375	0.2612	
2012	9	2	Sun	5.0	11.0	0.0	0.3125	0.25	
2012	9	3	Mon	8.0	5.0	0.0	0.6154	0.4551	
2012	9	4	Tue	4.0	19.0	0.0	0.1739	0.3673	
2012	9	5	Wed	5.0	15.0	0.0	0.25	0.3464	
2012	9	6	Thu	117.0	157.0	0.0	0.427	0.2836	
2012	9	7	Fri	51.0	80.0	0.0	0.3893	0.3554	
2012	9	8	Sat	23.0	27.0	0.0	0.46	0.4254	
2012	9	9	Sun	19.0	37.0	0.0	0.3393	0.3962	
2012	9	10	Mon	13.0	17.0	0.0	0.4333	0.4109	
2012	9	11	Tue	21.0	25.0	0.0	0.4565	0.4097	
2012	9	12	Wed	16.0	21.0	0.0	0.4324	0.4407	
2012	9	13	Thu	3.0	7.0	0.0	0.3	0.3963	
