2010	3	19	 	29.0	3.0	0.0	0.9062	0.9062	
2010	3	20	 	617.0	142.0	0.0	0.8129	0.8596	
2010	3	21	 	702.0	172.0	0.0	0.8032	0.8408	
2010	3	22	 	721.0	218.0	0.0	0.7678	0.7946	
2010	3	23	 	654.0	229.0	0.0	0.7407	0.7706	
2010	3	24	 	675.0	221.0	0.0	0.7533	0.7539	
2010	3	25	 	971.0	1183.0	0.0	0.4508	0.6483	
2010	3	26	 	1009.0	1439.0	0.0	0.4122	0.5388	
2010	3	27	 	789.0	799.0	0.0	0.4969	0.4533	
2010	3	28	 	883.0	840.0	0.0	0.5125	0.4739	
2010	3	29	 	1083.0	1145.0	0.0	0.4861	0.4985	
2010	3	30	 	1062.0	1171.0	0.0	0.4756	0.4914	
2010	3	31	 	1076.0	1178.0	0.0	0.4774	0.4797	
2010	4	1	 	1407.0	1256.0	0.0	0.5284	0.4938	
2010	4	2	 	1979.0	1831.0	0.0	0.5194	0.5084	
2010	4	3	 	4015.0	2853.0	0.0	0.5846	0.5441	
2010	4	4	 	2851.0	2519.0	0.0	0.5309	0.545	
2010	4	5	 	2718.0	2489.0	0.0	0.522	0.5458	
2010	4	6	 	2457.0	2245.0	0.0	0.5225	0.5251	
2010	4	7	 	2251.0	2381.0	0.0	0.486	0.5102	
2010	4	8	 	1786.0	1372.0	0.0	0.5655	0.5247	
2010	4	9	 	1374.0	549.0	0.0	0.7145	0.5887	
2010	4	10	 	1152.0	378.0	0.0	0.7529	0.6776	
2010	4	11	 	997.0	351.0	0.0	0.7396	0.7357	
2010	4	12	 	1154.0	400.0	0.0	0.7426	0.745	
2010	4	13	 	1224.0	515.0	0.0	0.7039	0.7287	
2010	4	14	 	1592.0	855.0	0.0	0.6506	0.699	
2010	4	15	 	1226.0	630.0	0.0	0.6606	0.6717	
