2010	3	19	 	6.9599	1.0287	5.9312	32.0	0.2175	0.0321	0.1853	0.1853	
2010	3	20	 	151.6556	41.4969	110.1587	759.0	0.1998	0.0547	0.1451	0.1652	
2010	3	21	 	165.2372	45.5884	119.6488	874.0	0.1891	0.0522	0.1369	0.1558	
2010	3	22	 	170.02	53.9549	116.065	939.0	0.1811	0.0575	0.1236	0.1477	
2010	3	23	 	154.7875	56.9303	97.8572	883.0	0.1753	0.0645	0.1108	0.1403	
2010	3	24	 	165.6455	56.5055	109.1401	896.0	0.1849	0.0631	0.1218	0.1276	
2010	3	25	 	291.3324	229.9492	61.3833	2154.0	0.1353	0.1068	0.0285	0.1043	
2010	3	26	 	310.0724	271.1641	38.9082	2448.0	0.1267	0.1108	0.0159	0.0801	
2010	3	27	 	211.6377	158.5842	53.0534	1588.0	0.1333	0.0999	0.0334	0.0621	
2010	3	28	 	238.6045	164.4611	74.1434	1723.0	0.1385	0.0955	0.043	0.0485	
2010	3	29	 	300.5551	227.6886	72.8665	2228.0	0.1349	0.1022	0.0327	0.0307	
2010	3	30	 	292.2934	224.4395	67.8538	2233.0	0.1309	0.1005	0.0304	0.0311	
2010	3	31	 	295.6253	232.7743	62.851	2254.0	0.1312	0.1033	0.0279	0.0335	
2010	4	1	 	350.9243	259.9093	91.015	2663.0	0.1318	0.0976	0.0342	0.0336	
2010	4	2	 	497.879	379.1351	118.7439	3810.0	0.1307	0.0995	0.0312	0.0313	
2010	4	3	 	885.3815	625.9164	259.4651	6868.0	0.1289	0.0911	0.0378	0.0323	
2010	4	4	 	667.4895	588.0975	79.3919	5370.0	0.1243	0.1095	0.0148	0.0292	
2010	4	5	 	667.5156	557.7293	109.7863	5207.0	0.1282	0.1071	0.0211	0.0278	
2010	4	6	 	608.8961	491.1367	117.7594	4702.0	0.1295	0.1045	0.025	0.026	
2010	4	7	 	578.0533	514.2041	63.8492	4632.0	0.1248	0.111	0.0138	0.0225	
2010	4	8	 	416.4655	318.9713	97.4942	3158.0	0.1319	0.101	0.0309	0.0211	
2010	4	9	 	299.6435	158.2071	141.4365	1923.0	0.1558	0.0823	0.0735	0.0329	
2010	4	10	 	262.4682	115.4404	147.0277	1530.0	0.1715	0.0755	0.0961	0.0479	
2010	4	11	 	217.8308	95.0677	122.7631	1348.0	0.1616	0.0705	0.0911	0.0611	
2010	4	12	 	243.6132	114.172	129.4412	1554.0	0.1568	0.0735	0.0833	0.075	
2010	4	13	 	267.2903	148.5535	118.7368	1739.0	0.1537	0.0854	0.0683	0.0825	
2010	4	14	 	347.759	206.0627	141.6964	2447.0	0.1421	0.0842	0.0579	0.0793	
2010	4	15	 	269.8708	149.9658	119.9049	1856.0	0.1454	0.0808	0.0646	0.073	
