2012	6	29	Fri	96.0	41.0	0.0	0.7007	0.7007	
2012	6	30	Sat	34.0	23.0	0.0	0.5965	0.6486	
2012	6	31	 	0	0	0	0	0.4324	
2012	7	1	Sun	32.0	18.0	0.0	0.64	0.4843	
2012	7	2	Mon	31.0	27.0	0.0	0.5345	0.4943	
2012	7	3	Tue	46.0	39.0	0.0	0.5412	0.4624	
2012	7	4	Wed	30.0	26.0	0.0	0.5357	0.4503	
2012	7	5	Thu	41.0	27.0	0.0	0.6029	0.5709	
2012	7	6	Fri	21.0	26.0	0.0	0.4468	0.5322	
2012	7	7	Sat	31.0	14.0	0.0	0.6889	0.5631	
2012	7	8	Sun	16.0	11.0	0.0	0.5926	0.5734	
2012	7	9	Mon	25.0	11.0	0.0	0.6944	0.6051	
2012	7	10	Tue	6.0	3.0	0.0	0.6667	0.6179	
2012	7	11	Wed	43.0	23.0	0.0	0.6515	0.6588	
2012	7	12	Thu	50.0	17.0	0.0	0.7463	0.6703	
2012	7	13	Fri	66.0	32.0	0.0	0.6735	0.6865	
2012	7	14	Sat	30.0	14.0	0.0	0.6818	0.684	
2012	7	15	Sun	37.0	11.0	0.0	0.7708	0.7048	
2012	7	16	Mon	51.0	35.0	0.0	0.593	0.6931	
2012	7	17	Tue	59.0	40.0	0.0	0.596	0.663	
2012	7	18	Wed	46.0	25.0	0.0	0.6479	0.6579	
2012	7	19	 	0	0	0	0	0.5215	
2012	7	20	 	0	0	0	0	0.3674	
2012	7	21	 	0	0	0	0	0.2488	
2012	7	22	 	0	0	0	0	0.1296	
2012	7	23	 	0	0	0	0	0.0	
2012	7	24	 	0	0	0	0	0.0	
2012	7	25	Wed	30.0	9.0	0.0	0.7692	0.1538	
2012	7	26	Thu	28.0	21.0	0.0	0.5714	0.2681	
2012	7	27	Fri	36.0	11.0	0.0	0.766	0.4213	
2012	7	28	Sat	16.0	13.0	0.0	0.5517	0.5317	
2012	7	29	Sun	12.0	8.0	0.0	0.6	0.6517	
2012	7	30	Mon	29.0	12.0	0.0	0.7073	0.6393	
